"spPublish","2002-11-14","Jim","added to spPublishPhoto Mask,MosaicLayout,Mosaic,ObjMask,Target,TargetInfo. Added to spPublishPlate Best2Sector, HoleObj, Sector, Sector2Tile,Target2SectorAdded to spPublishTiling TargetParam, TiBound2tsChunk, Tile, TileBoundary,TiledTarget, TileInfo, TileNotes (commented out right now for IDENTITY problem)TileRegion, TilingPlan."
"spPublish","2002-11-30","Alex","added spReorg "
"spPublish","2002-12-28","Alex","added publish log into PubHistory"
"spPublish","2003-01-27","Ani","Made changes to tiling schema as per PR# 4702renamed TileRegion to TilingRegionrenamed TileInfo to TilingInforenamed TileNotes to TilingNotesrenamed TileBoundary to TilingGeometry"
"spPublish","2003-05-15","Alex","changed PhotoObj to PhotoObjAll"
"spPublish","2003-06-03","Alex","Changed @@rowcount to rowcount_big()"
"spPublish","2003-08-14","Ani","Fixed tablenames in spPublishTiling as per PR #5561."
"spPublish","2003-08-15","Ani","Made @fromDB, @toDB in spPublishStep to varchar(100)as per PR #5564."
"spPublish","2003-09-22","Ani","Moved publish of TilingRun table to the top so thatforeign-key constraints for other tiling tables wouldnot be an issue (PR #5675)."
"spRegion","2004-08-31","Alex","Moved here spBackupStep and spCleanupStep"
"spRegion","2004-03-25","Jim","replace RegionConvexString with RegionConvex table. "
"spRegion","2004-02-12","Jim","started"
"spRegion","2004-02-07","Jim","revised to conform to Region-Convex design2004-03-01	Jim & Alex: revised root code, many small changes.Ignores isMask flag on regions (treates all regions as positive)."
"spRegion","2004-03-18","Alex","fixed fRegionToArcs, propsagated bunch of other changes from Jimdiscarded spHtmSiplifyRegionid"
"spRegion","2004-03-25","Jim","RegionConvexString -> RegionConvex table"
"spRegion","2004-03-29","Alex","retired fRegionsToRootsForExcel and fRegionConvexFromString"
"spRegion","2004-03-29","Alex","added fRegionAreaSphTriangle"
"spRegion","2004-04-24","Alex","removed fRegionToRoots, fRegionConvexToRoots, replaced them with fRegionConvexStringToArcs, fRegionStringToArcs, fRegionToArcs.Added fRegionConvexBCircle"
"spRegion","2004-05-06","Alex","Fixed c<=-1 bug in fRegionConvexToArcs"
"spRegion","2004-05-06","Alex","merged with spRegionGet.sql"
"spRegion","2004-05-20","Alex","added @stripe to spRegionNibbles, to computethe orientation of the universe"
"spRegion","2004-05-20","Alex","Fixed a bug in the bounding circle part of fRegionConvexToArcs"
"spRegion","2004-05-24","Alex","Added fill RegionArcs to spRegionSimplify, and the cleanupto spRegionDelete"
"spRegion","2004-05-26","Alex","Modified spRegionUnify to update RegionArcs if anything changed."
"spRegion","2004-05-30","Alex","Moved spRegionNibbles to spSector.sql"
"spRegion","2004-05-30","Alex+Jim","added arcs copy to end of spRegionCopy"
"spSector","2004-08-25","Alex","added various containment functions"
"spSector","2004-01-01","Jim","started"
"spSector","2004-03-12","Jim","first limping version."
"spSector","2004-03-22","Jim","first really working version."
"spSector","2004-03-27","Jim","cleanup"
"spSector","2004-03-28","Alex","more cleanup, merge with rest of region schema"
"spSector","2004-05-08","Jim","changed the spSectorCreateWedges algorithm"
"spSector","2004-05-20","Alex","added @stripe to spRegionNibbles to improve orientation"
"spSector","2004-05-23","Alex","added WedgeID as the ID for the Sectorlets"
"spSector","2004-05-30","Jim","changed spRegionNibbles to spSectorNibbles, and moved it here"
"spSetValues","2004-06-03","Alex","fixed last sector bug in spSectorCreateSectors"
"spSetValues","2002-11-29","Alex","split off loadversion updates to simplify"
"spSetValues","2002-12-10","Alex","removed TiledTarget patch"
"spSetValues","2002-12-10","Alex","removed chunkid patch"
"spSetValues","2002-12-10","Alex","removed ObjMask patch"
"spSetValues","2002-12-10","Alex","added test for TargetInfo.targetobjid=0"
"spSetValues","2003-05-05","Ani","Changed "reddening" to "extinction" for dered values,as per PR #5277."
"spSetValues","2003-05-15","Alex","Changed PhotoObj-> PhotoObjAll"
"spSetValues","2003-06-03","Alex","Changed count(*) to count_big(*), and @@rowcount to rowcount_big()"
"spSetValues","2003-06-13","Adrian","added spTargetInfoTargetObjID "
"spSetValues","2003-07-17","Ani","Fixed bug in call to spTargetInfoTargetObjID (PR #5491)- procedure was being called without params taskid and stepid"
"spSetValues","2003-07-17","Ani","Fixed bug in spTargetInfoTargetObjID (PR #5492),join on PhotoTag replaced with PhotoObjAll, becausePhotoTag has not been created at this point"
"spSetValues","2003-08-15","Ani","Fixed tiling table names as per PRs #5561 and 5565:Tile -> TileAllTiledTarget -> TiledTargetAllTileRegion -> TilingRunTileBoundary -> TilingGeometryTileInfo -> TilingInfo"
"spSetValues","2004-08-27","Alex","added spFillMaskedObject and spSetInsideMask"
"spTimeX","2004-08-30","Alex+Ani","moved spFillMaskedObject into spSetValues"
"spTimeX","2003-06-03","Alex","changed row_count from int to bigint,changed row_count() to rowcount_big()."
"spValidate","2004-08-30","Alex","move QueryResults to MetadataTables.sql"
"spValidate","2002-10-29","Jim","split spValidate and spFinish (finish does neighbors and photo-spectro matchup).removed references to sdssdr1."
"spValidate","2002-11-02","Jim","sped up by creating indexes for unique test.left keys/indices in place on the theory that they do not hurt.2002-11-07   Jim change to specLineAll"
"spValidate","2002-11-10","Jim","added test of frame zoom levels (commentend out for now)"
"spValidate","2002-11-22","Jim","added remaining Unique Key tests"
"spValidate","2002-11-13","Alex","fixed bug in TargetInfo PK test, insert Jim's Mask validation"
"spValidate","2002-11-30","Jim","recover from lost fileadded many tile key and foreign key tests"
"spValidate","2003-01-27","Ani","Made changes to tiling schema as per PR# 4702:renamed TileRegion to TilingRegionrenamed TileInfo to TilingInforenamed TileNotes to TilingNotesrenamed TileBoundary to TilingGeometrychange the primary key of TilingInfo from (tileRun,tid)to (tileRun,targetID)"
"spValidate","2003-05-15","Alex","Changed PhotoObj-> PhotoObjAll"
"spValidate","2003-06-03","Alex","Changed some of the count(*) to count_big(*), @@rowcount to rowcount_big()"
"spValidate","2003-07-15","Ani","Fixed typo in TargetParam unique key test (PR #5490)- changed paramName to name."
"spValidate","2003-08-14","Ani","Fixed tiling table names/columns as per PR #5561:Tile -> TileAllTiledTarget -> TiledTargetAllTilingRegion -> TilingRunTilingNotes ->TilingNoteTilingNotes.tileNoteID -> TilingNote.tilingNoteIDTileBoundary.tileBoundID -> TilingGeometry.tilingGeometryID"
"spValidate","2003-12-04","Jim","for SQL best practices put an ORDER BY in the SELECT TOP 100 ... of spTestPhotoParentIDput FOR UPDATE clause in PhotoCusror of spValidate"
"spWebSupport","2004-02-13","Ani","Replaced fHTM_Lookup with fHTMLookup."
"spWebSupport","2001-11-07","Alex","changed names for fGetFieldsObjects to spGet... and fGetFiberList to spGetFiberList"
"spWebSupport","2001-11-23","Alex","Updated Tanu stored procedures, added WWT Prox function, and text search for keywords"
"spWebSupport","2001-12-02","Jim","added comments, fixed things"
"spWebSupport","2001-12-02","Alex","moved Globe table to ZoomTables.sql, now this isfunctions and procedures only, also fixed bug in spGetFiberList"
"spWebSupport","2001-12-08","Jim","moved *Near* functions to *Near* file."
"spWebSupport","2001-12-20","Jim","fixed quote and lower-case problems so query strings survive unchanged."
"spWebSupport","2001-12-23","Alex","Added a whole bunch of Url functions, and MagToFlux conversions."
"spWebSupport","2001-12-24","Jim","Changed parsing in SQL stored procedures"
"spWebSupport","2002-05-10","Ani","Added "limit" parameter to spExecuteSQL,spSkyServerFormattedQuery, spSkyServerFreeFormQuery sothat 1000-record limit on output can be turned off."
"spWebSupport","2002-07-04","Jim","Added sql command loging to spExecSQL (statements go to weblog)."
"spWebSupport","2002-07-15","Alex","added or revised 	fGetUrlSpecImg, fGetUrlNavId,fGetUrlNavEq,fGetUrlFitsSpectrum,fGetUrlFitsAtlas, fGetUrlFitsBin, fGetUrlFitsMask, fGetUrlFitsCFrame, fGetUrlFitsField,"
"spWebSupport","2002-07-31","Jim","fixed bug in fMjdToGmt (off by 12 hours)."
"spWebSupport","2002-09-14","Jim+Alex+Ani","Moved spatial functions to NearFunctions.sql "
"spWebSupport","2002-09-26","Alex","Commented out fGetFieldsObjects, since there is no specObjID in PhotoObj any more"
"spWebSupport","2002-11-16","Alex","Switched to Columns->DBColumns, ViewCol->DBViewCols"
"spWebSupport","2003-01-20","Ani","Added Tanu's changes to spSkyServerTables,spSkyServerDatabases, spSkyServerFunctions and spSkyServerFreeFormQuery"
"spWebSupport","2003-02-05","Alex","fixed URL construction in support functions"
"spWebSupport","2003-02-06","Ani","Removed "en/" from URLs so it will be compatible with allsubdirectories (e.g. v4).Updated spSkyServerFunctions to include SPs.Changed "imagingRoot" to "imaging" for image FITS URLsChanged "spectroRoot" to "spectro" for spSpec URLsChanged "1d_10" to "1d_20" for spSpec URLs"
"spWebSupport","2003-02-20","Alex","added fEnum() and spDocEnum to render the enumerateddata types correctly"
"spWebSupport","2003-03-10","Ani","Updated spSkyServerColumns to be same as fDocColumns."
"spWebSupport","2003-05-15","Alex","switched from PhotoObj to PhotoObjAll"
"spWebSupport","2003-06-03","Alex","Changed count(*) to count_big(*) and @@rowcount to rowcount_big();Moved fMagToFlux* functions to photoTables.sql"
"spWebSupport","2003-06-26","Ani","Updated fEnum() to handle small and tiny ints."
"spWebSupport","2003-10-06","Ani","Fixed URL problem with fGetUrlFitsField (PR #5617)."
"spWebSupport","2003-11-11","Jim","Added clientIP, access, webserver... to spExecuteSQLrevectored spSkyServerFreeFormQuery to call spExecuteSQL "
"spWebSupport","2003-12-02","Ani","Removed dependence of spSkyServerDatabases on QASupport DB."
"spWebSupport","2003-12-04","Jim","Fixed "is not null" logic in spFormattedQuery"
"spWebSupport","2003-12-18","Ani","Fix for PR #5809: str()s for ra,dec in fGetUrl*Eqfunctions enclosed in ltrim() to remove spaces. Also changed "1d_20" to "1d_23" for fGetUrlFitsSpectrum."
"spWebSupport","2003-12-19","Ani","Fix for PR #5811 (fGetUrlNavEq)."
"spWebSupport","2003-12-22","Ani","Also fixed fGetUrlNavId for same thing as 5811."
"TilingTables","2004-08-31","Alex","changed replacei to fReplace everywhere to conform to naming2003-05-21 Adrian and Alex: changed Tile to TileAll, took out htmSupport, added untiled"
"TilingTables","2003-05-21","Adrian+Alex","modified Sector table, switchedto regionId, dropped htmInfo and htmSupport"
"TilingTables","2003-05-21","Adrian+Alex","changed TargetParam to name,value"
"TilingTables","2003-05-21","Adrian+Alex","changed TilingRegion to TilingRun"
"TilingTables","2003-05-21","Adrian+Alex","changed TilingNotes to TIlingNote,and TileNoteID to TilingNoteID, TileNotes to TilingNote"
"TilingTables","2003-05-21","Adrian+Alex","changed TilingGeometry.tileBoundID totilingGeometryID, removed htm*"
"TilingTables","2003-05-21","Adrian+Alex","changed TiledTarget to TiledTargetAll, added untiled"
"TilingTables","2003-05-21","Adrian+Alex","changed Best2Sector.bestObjID to objID"
"TilingTables","2003-05-21","Adrian+Alex","moved views Tile, TiledTarget, TilingBoundary, TilingMask to this file"
"TilingTables","2003-06-04","Adrian+Alex","added Target.bestMode, TargetInfo.targetMode"
"TilingTables","2003-06-06","Ani","Renamed Tile->TileAll and TiledTarget->TiledTargetAll,added unTiled to both tables (PR #5305)."
"TilingTables","2003-08-20","Ani","Added TileContains for region/convex/wedges stuff."
"TilingTables","2003-11-12","Ani","Added lambdaLimits to TilingGeometry (PR #5742)."
"Views","2004-08-30","Alex","moved tiling views to Views.sql"
"Views","2001-05-15","Alex","removed parent from PhotoObj and PrimaryObjects"
"Views","2001-05-15","Alex","changed objType to type in where clauses"
"Views","2001-05-15","Alex","fixed Tag attribute names"
"Views","2001-05-25","Alex","fixed a bug in PrimaryObjects-- ugriz-Err was mapped onto the magnitudes instead of the errors"
"Views","2001-05-25","Alex","fixed a bug in Galaxies -- type was 6, now is 3"
"Views","2001-11-05","Alex","added PhotoPrimary, PhotoSecondary, PhotoFamily views"
"Views","2002-09-17","Ani","Changed SpecObj view to use sciencePrimary instead ofisPrimary"
"Views","2003-01-27","Ani","Added views TilingBoundary and TilingMask (PR #4702)"
"Views","2003-05-15","Alex","Changed PhotoObj-> PhotoObjAll"
"Views","2003-05-21","Adrian+Alex","move TilingBoundary and TilingMask views to tilingTables.sql"
"Views","2003-06-04","Alex","reverted PhotObj to mode=(1,2), dropped Tag"
"Views","2003-11-17","Ani","Defined view Columns to alias DBColumns for SkyQuery."
"Views","2004-06-04","Ani","Added clarifications to Star and Galaxy views asper PR #6054."
"Views","2004-07-08","Ani","Changed "unresolved" to "resolved" in Galaxy view description."
"ZoomTables","2004-08-30","Alex","Moved here various views frim TilingTables"
"ZoomTables","2001-04-10","Jim","Moved index creation to happen after load."
"ZoomTables","2001-05-15","Alex","changed spMakeFrame to join to Segment"
"ZoomTables","2001-11-06","Alex","added bunch of comments, plus separate PRIMARYKEYs"
"ZoomTables","2001-11-10","Alex+Jan","changed SP's from fXXX to spXX, also fixed TilingPlan primary key constraint"
"ZoomTables","2001-12-02","Alex","moved the Globe table here"
"ZoomTables","2002-09-10","Alex","changed fTileFileName and spMakeFrame"
"ZoomTables","2002-09-20","Alex","changed tile in Globe, Frame and Mosaic to img to avoid confusion"
"ZoomTables","2002-09-20","Alex","fixed units, added UCDs"
"ZoomTables","2002-10-26","Alex","moved PK's to separate file"
"ZoomTables","2002-11-26","Alex","removed Mosaic related functions and Tables"
"ZoomTables","2003-01-26","Jim","added Frame File group mapping"
"ZoomTables","2003-05-15","Alex","added reset filegroup to primary to the end"
"ZoomTables","2003-05-25","Alex","moved fEqFromMuNu and fMuNuFromEq to boundary.sql"
"ZoomTables","2003-05-28","Alex","removed Globe table"
